 Flux (Janskies) at 10 Mpc and normalised flux for a model with the following parameters: 			
 Luminosity: 1.9e8 Lsun
 Mass-loss rate: 1.0e-2 Msun/yr
 Wind terminal velocity: 150.0 km/s
 Effective temperature (at optical depth 10): 14.0e3 K 
 Effective temperature (at optical depth 2/3): 4.6e3 K 
 Inner boundary: 16.0e13 cm 
 Abundances (mass fractions): H=7.010E-01,He=2.800E-01,C=3.026E-03,N=1.182E-03,O=9.634E-03,Fe=1.360E-03 
 	 Wavelength 	 Flux 	 	 Normalised Flux 
 	 (Angstrom) 	 (Jy (at 10 Mpc)) 	 
	10.0148610134	1.0137e-107	1.0
	10.0215448869	1.0137e-107	1.0
	10.0282333271	1.0137e-107	1.0
	10.0349263344	1.0137e-107	1.0
	10.0416235728	1.0137e-107	1.0
	10.0483254625	1.0137e-107	1.0
	10.0550317512	1.0137e-107	1.0
	10.0617426074	1.0137e-107	1.0
	10.0684578624	1.0137e-107	1.0
	10.0751776006	1.0137e-107	1.0
	10.0819018218	1.0137e-107	1.0
	10.0886306112	1.0137e-107	1.0
	10.0953638838	1.0137e-107	1.0
	10.1021014695	1.0137e-107	1.0
	10.1088436233	1.0137e-107	1.0
	10.1155904307	1.0137e-107	1.0
	10.1223416359	1.0137e-107	1.0
	10.1290973242	1.0137e-107	1.0
	10.1358575811	1.0137e-107	1.0
	10.142622321	1.0137e-107	1.0
	10.1493915439	1.0137e-107	1.0
	10.1561653356	1.0137e-107	1.0
	10.1629436101	1.0137e-107	1.0
	10.1697264537	1.0137e-107	1.0
	10.1765136936	1.0137e-107	1.0
	10.1833056754	1.0137e-107	1.0
	10.1901019668	1.0137e-107	1.0
	10.1969030006	1.0137e-107	1.0
	10.2037084301	1.0137e-107	1.0
	10.2105185158	1.0137e-107	1.0
	10.2173329969	1.0137e-107	1.0
	10.2241521341	1.0137e-107	1.0
	10.2309758409	1.0137e-107	1.0
	10.2378040297	1.0137e-107	1.0
	10.2446367003	1.0137e-107	1.0
	10.2514741153	1.0137e-107	1.0
	10.2583160999	1.0137e-107	1.0
	10.2651625662	1.0137e-107	1.0
	10.272013602	1.0137e-107	1.0
	10.2788692072	1.0137e-107	1.0
	10.2857293817	1.0137e-107	1.0
	10.2925941256	1.0137e-107	1.0
	10.2994634388	1.0137e-107	1.0
	10.3063373212	1.0137e-107	1.0
	10.3132159502	1.0137e-107	1.0
	10.3200989713	1.0137e-107	1.0
	10.3269867391	1.0137e-107	1.0
	10.3338789872	1.0137e-107	1.0
	10.3407758936	1.0137e-107	1.0
	10.3476774584	1.0137e-107	1.0
	10.354583503	1.0137e-107	1.0
	10.3614941164	1.0137e-107	1.0
	10.3684095674	1.0137e-107	1.0
	10.375329498	1.0137e-107	1.0
	10.3822540871	1.0137e-107	1.0
	10.3891831551	1.0137e-107	1.0
	10.396117152	1.0137e-107	1.0
	10.4030554471	1.0137e-107	1.0
	10.4099984912	1.0137e-107	1.0
	10.416946194	1.0137e-107	1.0
	10.4238986464	1.0137e-107	1.0
	10.4308555766	1.0137e-107	1.0
	10.4378171657	1.0137e-107	1.0
	10.4447834137	1.0137e-107	1.0
	10.4517544116	1.0137e-107	1.0
	10.4587298864	1.0137e-107	1.0
	10.4657102025	1.0137e-107	1.0
	10.4726949951	1.0137e-107	1.0
	10.4796845379	1.0137e-107	1.0
	10.4866787397	1.0137e-107	1.0
	10.4936776923	1.0137e-107	1.0
	10.5006813041	1.0137e-107	1.0
	10.5076894829	1.0137e-107	1.0
	10.5147023205	1.0137e-107	1.0
	10.521719909	1.0137e-107	1.0
	10.5287421565	1.0137e-107	1.0
	10.5357691552	1.0137e-107	1.0
	10.5428009056	1.0137e-107	1.0
